|Tau|fi|
|0.43587|-0.02547|
|0.44010|-0.02539|
|0.44434|-0.02532|
|0.44857|-0.02524|
|0.45280|-0.02517|
|0.45703|-0.02509|
|0.46126|-0.02502|
|0.46549|-0.02494|
|0.46973|-0.02487|
|0.47396|-0.02479|
|0.47819|-0.02472|
|0.48242|-0.02465|
|0.48665|-0.02457|
|0.49089|-0.02450|
|0.49512|-0.02443|
|0.49935|-0.02435|
|0.50358|-0.02428|
|0.50781|-0.02421|
|0.51204|-0.02414|
|0.51628|-0.02407|
|0.52051|-0.02399|
|0.52474|-0.02392|
|0.52897|-0.02385|
|0.53320|-0.02378|
|0.53743|-0.02371|
|0.54167|-0.02364|
|0.54590|-0.02357|
|0.55013|-0.02350|
|0.55436|-0.02343|
|0.55859|-0.02336|
|0.56283|-0.02329|
|0.56706|-0.02322|
|0.57129|-0.02315|
|0.57552|-0.02308|
|0.57975|-0.02301|
|0.58398|-0.02295|
|0.58822|-0.02288|
|0.59245|-0.02281|
|0.59668|-0.02274|
|0.60091|-0.02267|
|0.60514|-0.02261|
|0.60937|-0.02254|
|0.61361|-0.02247|
|0.61784|-0.02241|
|0.62207|-0.02234|
|0.62630|-0.02227|
|0.63053|-0.02221|
|0.63477|-0.02214|
|0.63900|-0.02207|
|0.64323|-0.02201|
|0.64746|-0.02194|
|0.65169|-0.02188|
|0.65592|-0.02181|
|0.66016|-0.02175|
|0.66439|-0.02168|
|0.66862|-0.02162|
|0.67285|-0.02155|
|0.67708|-0.02149|
|0.68132|-0.02143|
|0.68555|-0.02136|
|0.68978|-0.02130|
|0.69401|-0.02123|
|0.69824|-0.02117|
|0.70247|-0.02111|
|0.70671|-0.02105|
|0.71094|-0.02098|
|0.71517|-0.02092|
|0.71940|-0.02086|
|0.72363|-0.02080|
|0.72786|-0.02073|
|0.73210|-0.02067|
|0.73633|-0.02061|
|0.74056|-0.02055|
|0.74479|-0.02049|
|0.74902|-0.02043|
|0.75326|-0.02037|
|0.75749|-0.02031|
|0.76172|-0.02024|
|0.76595|-0.02018|
|0.77018|-0.02012|
|0.77441|-0.02006|
|0.77865|-0.02000|
|0.78288|-0.01994|
|0.78711|-0.01989|
|0.79134|-0.01983|
|0.79557|-0.01977|
|0.79980|-0.01971|
|0.80404|-0.01965|
|0.80827|-0.01959|
|0.81250|-0.01953|
|0.81673|-0.01947|
|0.82096|-0.01942|
|0.82520|-0.01936|
|0.82943|-0.01930|
|0.83366|-0.01924|
|0.83789|-0.01919|
|0.84212|-0.01913|
|0.84635|-0.01907|
|0.85059|-0.01901|
|0.85482|-0.01896|
|0.85905|-0.01890|
|0.86328|-0.01885|
|0.86751|-0.01879|
|0.87174|-0.01873|
|0.87598|-0.01868|
|0.88021|-0.01862|
|0.88444|-0.01857|
|0.88867|-0.01851|
|0.89290|-0.01846|
|0.89714|-0.01840|
|0.90137|-0.01835|
|0.90560|-0.01829|
|0.90983|-0.01824|
|0.91406|-0.01818|
|0.91829|-0.01813|
|0.92253|-0.01807|
|0.92676|-0.01802|
|0.93099|-0.01797|
|0.93522|-0.01791|
|0.93945|-0.01786|
|0.94368|-0.01781|
|0.94792|-0.01775|
|0.95215|-0.01770|
|0.95638|-0.01765|
|0.96061|-0.01759|
|0.96484|-0.01754|
|0.96908|-0.01749|
|0.97331|-0.01744|
|0.97754|-0.01738|
|0.98177|-0.01733|
|0.98600|-0.01728|
|0.99023|-0.01723|
|0.99447|-0.01718|
|0.99870|-0.01713|
|1.00293|-0.01708|
|1.00716|-0.01702|
|1.01139|-0.01697|
|1.01562|-0.01692|
|1.01986|-0.01687|
|1.02409|-0.01682|
|1.02832|-0.01677|
|1.03255|-0.01672|
|1.03678|-0.01667|
|1.04102|-0.01662|
|1.04525|-0.01657|
|1.04948|-0.01652|
|1.05371|-0.01647|
|1.05794|-0.01642|
|1.06217|-0.01637|
|1.06641|-0.01633|
|1.07064|-0.01628|
|1.07487|-0.01623|
|1.07910|-0.01618|
|1.08333|-0.01613|
|1.08757|-0.01608|
|1.09180|-0.01604|
|1.09603|-0.01599|
|1.10026|-0.01594|
|1.10449|-0.01589|
|1.10872|-0.01584|
|1.11296|-0.01580|
|1.11719|-0.01575|
|1.12142|-0.01570|
|1.12565|-0.01566|
|1.12988|-0.01561|
|1.13411|-0.01556|
|1.13835|-0.01552|
|1.14258|-0.01547|
|1.14681|-0.01542|
|1.15104|-0.01538|
|1.15527|-0.01533|
|1.15951|-0.01529|
|1.16374|-0.01524|
|1.16797|-0.01519|
|1.17220|-0.01515|
|1.17643|-0.01510|
|1.18066|-0.01506|
|1.18490|-0.01501|
|1.18913|-0.01497|
|1.19336|-0.01492|
|1.19759|-0.01488|
|1.20182|-0.01483|
|1.20605|-0.01479|
|1.21029|-0.01475|
|1.21452|-0.01470|
|1.21875|-0.01466|
|1.22298|-0.01461|
|1.22721|-0.01457|
|1.23145|-0.01453|
|1.23568|-0.01448|
|1.23991|-0.01444|
|1.24414|-0.01440|
|1.24837|-0.01435|
|1.25260|-0.01431|
|1.25684|-0.01427|
|1.26107|-0.01422|
|1.26530|-0.01418|
|1.26953|-0.01414|
|1.27376|-0.01410|
|1.27799|-0.01406|
|1.28223|-0.01401|
|1.28646|-0.01397|
|1.29069|-0.01393|
|1.29492|-0.01389|
|1.29915|-0.01385|
|1.30339|-0.01380|
|1.30762|-0.01376|
|1.31185|-0.01372|
|1.31608|-0.01368|
|1.32031|-0.01364|
|1.32454|-0.01360|
|1.32878|-0.01356|
|1.33301|-0.01352|
|1.33724|-0.01348|
|1.34147|-0.01344|
|1.34570|-0.01340|
|1.34993|-0.01336|
|1.35417|-0.01332|
|1.35840|-0.01328|
|1.36263|-0.01324|
|1.36686|-0.01320|
|1.37109|-0.01316|
|1.37533|-0.01312|
|1.37956|-0.01308|
|1.38379|-0.01304|
|1.38802|-0.01300|
|1.39225|-0.01296|
|1.39648|-0.01292|
|1.40072|-0.01288|
|1.40495|-0.01284|
|1.40918|-0.01281|
|1.41341|-0.01277|
|1.41764|-0.01273|
|1.42188|-0.01269|
|1.42611|-0.01265|
|1.43034|-0.01262|
|1.43457|-0.01258|
|1.43880|-0.01254|
|1.44303|-0.01250|
|1.44727|-0.01246|
|1.45150|-0.01243|
|1.45573|-0.01239|
|1.45996|-0.01235|
|1.46419|-0.01232|
|1.46842|-0.01228|
|1.47266|-0.01224|
|1.47689|-0.01221|
|1.48112|-0.01217|
|1.48535|-0.01213|
|1.48958|-0.01210|
|1.49382|-0.01206|
|1.49805|-0.01202|
|1.50228|-0.01199|
|1.50651|-0.01195|
|1.51074|-0.01192|
|1.51497|-0.01188|
|1.51921|-0.01184|
|1.52344|-0.01181|
|1.52767|-0.01177|
|1.53190|-0.01174|
|1.53613|-0.01170|
|1.54036|-0.01167|
|1.54460|-0.01163|
|1.54883|-0.01160|
|1.55306|-0.01156|
|1.55729|-0.01153|
|1.56152|-0.01149|
|1.56576|-0.01146|
|1.56999|-0.01142|
|1.57422|-0.01139|
|1.57845|-0.01136|
|1.58268|-0.01132|
|1.58691|-0.01129|
|1.59115|-0.01125|
|1.59538|-0.01122|
|1.59961|-0.01119|
|1.60384|-0.01115|
|1.60807|-0.01112|
|1.61230|-0.01108|
|1.61654|-0.01105|
|1.62077|-0.01102|
|1.62500|-0.01099|
|1.62923|-0.01095|
|1.63346|-0.01092|
|1.63770|-0.01089|
|1.64193|-0.01085|
|1.64616|-0.01082|
|1.65039|-0.01079|
|1.65462|-0.01076|
|1.65885|-0.01072|
|1.66309|-0.01069|
|1.66732|-0.01066|
|1.67155|-0.01063|
|1.67578|-0.01059|
|1.68001|-0.01056|
|1.68424|-0.01053|
|1.68848|-0.01050|
|1.69271|-0.01047|
|1.69694|-0.01044|
|1.70117|-0.01041|
|1.70540|-0.01037|
|1.70964|-0.01034|
|1.71387|-0.01031|
|1.71810|-0.01028|
|1.72233|-0.01025|
|1.72656|-0.01022|
|1.73079|-0.01019|
|1.73503|-0.01016|
|1.73926|-0.01013|
|1.74349|-0.01010|
|1.74772|-0.01007|
|1.75195|-0.01004|
|1.75618|-0.01000|
|1.76042|-0.00997|
|1.76465|-0.00994|
|1.76888|-0.00991|
|1.77311|-0.00988|
|1.77734|-0.00986|
|1.78158|-0.00983|
|1.78581|-0.00980|
|1.79004|-0.00977|
|1.79427|-0.00974|
|1.79850|-0.00971|
|1.80273|-0.00968|
|1.80697|-0.00965|
|1.81120|-0.00962|
|1.81543|-0.00959|
|1.81966|-0.00956|
|1.82389|-0.00953|
|1.82813|-0.00950|
|1.83236|-0.00948|
|1.83659|-0.00945|
|1.84082|-0.00942|
|1.84505|-0.00939|
|1.84928|-0.00936|
|1.85352|-0.00933|
|1.85775|-0.00931|
|1.86198|-0.00928|
|1.86621|-0.00925|
|1.87044|-0.00922|
|1.87467|-0.00919|
|1.87891|-0.00917|
|1.88314|-0.00914|
|1.88737|-0.00911|
|1.89160|-0.00908|
|1.89583|-0.00906|
|1.90007|-0.00903|
|1.90430|-0.00900|
|1.90853|-0.00897|
|1.91276|-0.00895|
|1.91699|-0.00892|
|1.92122|-0.00889|
|1.92546|-0.00887|
|1.92969|-0.00884|
|1.93392|-0.00881|
|1.93815|-0.00879|
|1.94238|-0.00876|
|1.94661|-0.00873|
|1.95085|-0.00871|
|1.95508|-0.00868|
|1.95931|-0.00865|
|1.96354|-0.00863|
|1.96777|-0.00860|
|1.97201|-0.00858|
|1.97624|-0.00855|
|1.98047|-0.00852|
|1.98470|-0.00850|
|1.98893|-0.00847|
|1.99316|-0.00845|
|1.99740|-0.00842|
|2.00163|-0.00840|
|2.00586|-0.00837|
|2.01009|-0.00834|
|2.01432|-0.00832|
|2.01855|-0.00829|
|2.02279|-0.00827|
|2.02702|-0.00824|
|2.03125|-0.00822|
|2.03548|-0.00819|
|2.03971|-0.00817|
|2.04395|-0.00814|
|2.04818|-0.00812|
|2.05241|-0.00810|
|2.05664|-0.00807|
|2.06087|-0.00805|
|2.06510|-0.00802|
|2.06934|-0.00800|
|2.07357|-0.00797|
|2.07780|-0.00795|
|2.08203|-0.00793|
|2.08626|-0.00790|
|2.09049|-0.00788|
|2.09473|-0.00785|
|2.09896|-0.00783|
|2.10319|-0.00781|
|2.10742|-0.00778|
|2.11165|-0.00776|
|2.11589|-0.00774|
|2.12012|-0.00771|
|2.12435|-0.00769|
|2.12858|-0.00767|
|2.13281|-0.00764|
|2.13704|-0.00762|
|2.14128|-0.00760|
|2.14551|-0.00757|
|2.14974|-0.00755|
|2.15397|-0.00753|
|2.15820|-0.00750|
|2.16243|-0.00748|
|2.16667|-0.00746|
|2.17090|-0.00744|
|2.17513|-0.00741|
|2.17936|-0.00739|
|2.18359|-0.00737|
|2.18783|-0.00735|
|2.19206|-0.00732|
|2.19629|-0.00730|
|2.20052|-0.00728|
|2.20475|-0.00726|
|2.20898|-0.00724|
|2.21322|-0.00721|
|2.21745|-0.00719|
|2.22168|-0.00717|
|2.22591|-0.00715|
|2.23014|-0.00713|
|2.23438|-0.00710|
|2.23861|-0.00708|
|2.24284|-0.00706|
|2.24707|-0.00704|
|2.25130|-0.00702|
|2.25553|-0.00700|
|2.25977|-0.00698|
|2.26400|-0.00695|
|2.26823|-0.00693|
|2.27246|-0.00691|
|2.27669|-0.00689|
|2.28092|-0.00687|
|2.28516|-0.00685|
|2.28939|-0.00683|
|2.29362|-0.00681|
|2.29785|-0.00679|
|2.30208|-0.00677|
|2.30632|-0.00675|
|2.31055|-0.00673|
|2.31478|-0.00670|
|2.31901|-0.00668|
|2.32324|-0.00666|
|2.32747|-0.00664|
|2.33171|-0.00662|
|2.33594|-0.00660|
|2.34017|-0.00658|
|2.34440|-0.00656|
|2.34863|-0.00654|
|2.35286|-0.00652|
|2.35710|-0.00650|
|2.36133|-0.00648|
|2.36556|-0.00646|
|2.36979|-0.00644|
|2.37402|-0.00642|
|2.37826|-0.00641|
|2.38249|-0.00639|
|2.38672|-0.00637|
|2.39095|-0.00635|
|2.39518|-0.00633|
|2.39941|-0.00631|
|2.40365|-0.00629|
|2.40788|-0.00627|
|2.41211|-0.00625|
|2.41634|-0.00623|
|2.42057|-0.00621|
|2.42480|-0.00619|
|2.42904|-0.00617|
|2.43327|-0.00616|
|2.43750|-0.00614|
|2.44173|-0.00612|
|2.44596|-0.00610|
|2.45020|-0.00608|
|2.45443|-0.00606|
|2.45866|-0.00604|
|2.46289|-0.00603|
|2.46712|-0.00601|
|2.47135|-0.00599|
|2.47559|-0.00597|
|2.47982|-0.00595|
|2.48405|-0.00593|
|2.48828|-0.00592|
|2.49251|-0.00590|
|2.49674|-0.00588|
|2.50098|-0.00586|
|2.50521|-0.00584|
|2.50944|-0.00583|
|2.51367|-0.00581|
|2.51790|-0.00579|
|2.52214|-0.00577|
|2.52637|-0.00576|
|2.53060|-0.00574|
|2.53483|-0.00572|
|2.53906|-0.00570|
|2.54329|-0.00568|
|2.54753|-0.00567|
|2.55176|-0.00565|
|2.55599|-0.00563|
|2.56022|-0.00562|
|2.56445|-0.00560|
|2.56868|-0.00558|
|2.57292|-0.00556|
|2.57715|-0.00555|
|2.58138|-0.00553|
|2.58561|-0.00551|
|2.58984|-0.00550|
|2.59408|-0.00548|
|2.59831|-0.00546|
|2.60254|-0.00545|
|2.60677|-0.00543|
|2.61100|-0.00541|
|2.61523|-0.00540|
|2.61947|-0.00538|
|2.62370|-0.00536|
|2.62793|-0.00535|
|2.63216|-0.00533|
|2.63639|-0.00531|
|2.64062|-0.00530|
|2.64486|-0.00528|
|2.64909|-0.00527|
|2.65332|-0.00525|
|2.65755|-0.00523|
|2.66178|-0.00522|
|2.66602|-0.00520|
|2.67025|-0.00518|
|2.67448|-0.00517|
|2.67871|-0.00515|
|2.68294|-0.00514|
|2.68717|-0.00512|
|2.69141|-0.00511|
|2.69564|-0.00509|
|2.69987|-0.00507|
|2.70410|-0.00506|
|2.70833|-0.00504|
|2.71257|-0.00503|
|2.71680|-0.00501|
|2.72103|-0.00500|
|2.72526|-0.00498|
|2.72949|-0.00497|
|2.73372|-0.00495|
|2.73796|-0.00494|
|2.74219|-0.00492|
|2.74642|-0.00491|
|2.75065|-0.00489|
|2.75488|-0.00488|
|2.75911|-0.00486|
|2.76335|-0.00485|
|2.76758|-0.00483|
|2.77181|-0.00482|
|2.77604|-0.00480|
|2.78027|-0.00479|
|2.78451|-0.00477|
|2.78874|-0.00476|
|2.79297|-0.00474|
|2.79720|-0.00473|
|2.80143|-0.00471|
|2.80566|-0.00470|
|2.80990|-0.00468|
|2.81413|-0.00467|
|2.81836|-0.00466|
|2.82259|-0.00464|
|2.82682|-0.00463|
|2.83105|-0.00461|
|2.83529|-0.00460|
|2.83952|-0.00458|
|2.84375|-0.00457|
|2.84798|-0.00456|
|2.85221|-0.00454|
|2.85645|-0.00453|
|2.86068|-0.00451|
|2.86491|-0.00450|
|2.86914|-0.00449|
|2.87337|-0.00447|
|2.87760|-0.00446|
|2.88184|-0.00444|
|2.88607|-0.00443|
|2.89030|-0.00442|
|2.89453|-0.00440|
|2.89876|-0.00439|
|2.90299|-0.00438|
|2.90723|-0.00436|
|2.91146|-0.00435|
|2.91569|-0.00434|
|2.91992|-0.00432|
|2.92415|-0.00431|
|2.92839|-0.00430|
|2.93262|-0.00428|
|2.93685|-0.00427|
|2.94108|-0.00426|
|2.94531|-0.00424|
|2.94954|-0.00423|
|2.95378|-0.00422|
|2.95801|-0.00420|
|2.96224|-0.00419|
|2.96647|-0.00418|
|2.97070|-0.00416|
|2.97493|-0.00415|
|2.97917|-0.00414|
|2.98340|-0.00413|
|2.98763|-0.00411|
|2.99186|-0.00410|
|2.99609|-0.00409|
|3.00033|-0.00408|
|3.00456|-0.00406|
|3.00879|-0.00405|
|3.01302|-0.00404|
|3.01725|-0.00402|
|3.02148|-0.00401|
|3.02572|-0.00400|
|3.02995|-0.00399|
|3.03418|-0.00398|
|3.03841|-0.00396|
|3.04264|-0.00395|
|3.04687|-0.00394|
|3.05111|-0.00393|
|3.05534|-0.00391|
|3.05957|-0.00390|
|3.06380|-0.00389|
|3.06803|-0.00388|
|3.07227|-0.00387|
|3.07650|-0.00385|
|3.08073|-0.00384|
|3.08496|-0.00383|
|3.08919|-0.00382|
|3.09342|-0.00381|
|3.09766|-0.00379|
|3.10189|-0.00378|
|3.10612|-0.00377|
|3.11035|-0.00376|
|3.11458|-0.00375|
|3.11882|-0.00374|
|3.12305|-0.00372|
|3.12728|-0.00371|
|3.13151|-0.00370|
|3.13574|-0.00369|
|3.13997|-0.00368|
|3.14421|-0.00367|
|3.14844|-0.00365|
|3.15267|-0.00364|
|3.15690|-0.00363|
|3.16113|-0.00362|
|3.16536|-0.00361|
|3.16960|-0.00360|
|3.17383|-0.00359|
|3.17806|-0.00358|
|3.18229|-0.00356|
|3.18652|-0.00355|
|3.19076|-0.00354|
|3.19499|-0.00353|
|3.19922|-0.00352|
|3.20345|-0.00351|
|3.20768|-0.00350|
|3.21191|-0.00349|
|3.21615|-0.00348|
|3.22038|-0.00347|
|3.22461|-0.00345|
|3.22884|-0.00344|
|3.23307|-0.00343|
|3.23730|-0.00342|
|3.24154|-0.00341|
|3.24577|-0.00340|
|3.25000|-0.00339|
|3.25423|-0.00338|
|3.25846|-0.00337|
|3.26270|-0.00336|
|3.26693|-0.00335|
|3.27116|-0.00334|
|3.27539|-0.00333|
|3.27962|-0.00332|
|3.28385|-0.00331|
|3.28809|-0.00330|
|3.29232|-0.00329|
|3.29655|-0.00328|
|3.30078|-0.00327|
|3.30501|-0.00326|
|3.30924|-0.00325|
|3.31348|-0.00324|
|3.31771|-0.00322|
|3.32194|-0.00321|
|3.32617|-0.00320|
|3.33040|-0.00319|
|3.33464|-0.00318|
|3.33887|-0.00317|
|3.34310|-0.00316|
|3.34733|-0.00315|
|3.35156|-0.00314|
|3.35579|-0.00314|
|3.36003|-0.00313|
|3.36426|-0.00312|
|3.36849|-0.00311|
|3.37272|-0.00310|
|3.37695|-0.00309|
|3.38118|-0.00308|
|3.38542|-0.00307|
|3.38965|-0.00306|
|3.39388|-0.00305|
|3.39811|-0.00304|
|3.40234|-0.00303|
|3.40658|-0.00302|
|3.41081|-0.00301|
|3.41504|-0.00300|
|3.41927|-0.00299|
|3.42350|-0.00298|
|3.42773|-0.00297|
|3.43197|-0.00296|
|3.43620|-0.00295|
|3.44043|-0.00294|
|3.44466|-0.00293|
|3.44889|-0.00293|
|3.45312|-0.00292|
|3.45736|-0.00291|
|3.46159|-0.00290|
|3.46582|-0.00289|
|3.47005|-0.00288|
|3.47428|-0.00287|
|3.47852|-0.00286|
|3.48275|-0.00285|
|3.48698|-0.00284|
|3.49121|-0.00283|
|3.49544|-0.00283|
|3.49967|-0.00282|
|3.50391|-0.00281|
|3.50814|-0.00280|
|3.51237|-0.00279|
|3.51660|-0.00278|
|3.52083|-0.00277|
|3.52507|-0.00276|
|3.52930|-0.00275|
|3.53353|-0.00275|
|3.53776|-0.00274|
|3.54199|-0.00273|
|3.54622|-0.00272|
|3.55046|-0.00271|
|3.55469|-0.00270|
|3.55892|-0.00269|
|3.56315|-0.00269|
|3.56738|-0.00268|
|3.57161|-0.00267|
|3.57585|-0.00266|
|3.58008|-0.00265|
|3.58431|-0.00264|
|3.58854|-0.00264|
|3.59277|-0.00263|
|3.59701|-0.00262|
|3.60124|-0.00261|
|3.60547|-0.00260|
|3.60970|-0.00259|
|3.61393|-0.00259|
|3.61816|-0.00258|
|3.62240|-0.00257|
|3.62663|-0.00256|
|3.63086|-0.00255|
|3.63509|-0.00254|
|3.63932|-0.00254|
|3.64355|-0.00253|
|3.64779|-0.00252|
|3.65202|-0.00251|
|3.65625|-0.00250|
|3.66048|-0.00250|
|3.66471|-0.00249|
|3.66895|-0.00248|
|3.67318|-0.00247|
|3.67741|-0.00246|
|3.68164|-0.00246|
|3.68587|-0.00245|
|3.69010|-0.00244|
|3.69434|-0.00243|
|3.69857|-0.00243|
|3.70280|-0.00242|
|3.70703|-0.00241|
|3.71126|-0.00240|
|3.71549|-0.00240|
|3.71973|-0.00239|
|3.72396|-0.00238|
|3.72819|-0.00237|
|3.73242|-0.00236|
|3.73665|-0.00236|
|3.74089|-0.00235|
|3.74512|-0.00234|
|3.74935|-0.00233|
|3.75358|-0.00233|
|3.75781|-0.00232|
|3.76204|-0.00231|
|3.76628|-0.00230|
|3.77051|-0.00230|
|3.77474|-0.00229|
|3.77897|-0.00228|
|3.78320|-0.00228|
|3.78743|-0.00227|
|3.79167|-0.00226|
|3.79590|-0.00225|
|3.80013|-0.00225|
|3.80436|-0.00224|
|3.80859|-0.00223|
|3.81283|-0.00222|
|3.81706|-0.00222|
|3.82129|-0.00221|
|3.82552|-0.00220|
|3.82975|-0.00220|
|3.83398|-0.00219|
|3.83822|-0.00218|
|3.84245|-0.00218|
|3.84668|-0.00217|
|3.85091|-0.00216|
|3.85514|-0.00215|
|3.85937|-0.00215|
|3.86361|-0.00214|
|3.86784|-0.00213|
|3.87207|-0.00213|
|3.87630|-0.00212|
|3.88053|-0.00211|
|3.88477|-0.00211|
|3.88900|-0.00210|
|3.89323|-0.00209|
|3.89746|-0.00209|
|3.90169|-0.00208|
|3.90592|-0.00207|
|3.91016|-0.00207|
|3.91439|-0.00206|
|3.91862|-0.00205|
|3.92285|-0.00205|
|3.92708|-0.00204|
|3.93132|-0.00203|
|3.93555|-0.00203|
|3.93978|-0.00202|
|3.94401|-0.00201|
|3.94824|-0.00201|
|3.95247|-0.00200|
|3.95671|-0.00199|
|3.96094|-0.00199|
|3.96517|-0.00198|
|3.96940|-0.00197|
|3.97363|-0.00197|
|3.97786|-0.00196|
|3.98210|-0.00196|
|3.98633|-0.00195|
|3.99056|-0.00194|
|3.99479|-0.00194|
|3.99902|-0.00193|
|4.00326|-0.00192|
|4.00749|-0.00192|
|4.01172|-0.00191|
|4.01595|-0.00191|
|4.02018|-0.00190|
|4.02441|-0.00189|
|4.02865|-0.00189|
|4.03288|-0.00188|
|4.03711|-0.00187|
|4.04134|-0.00187|
|4.04557|-0.00186|
|4.04980|-0.00186|
|4.05404|-0.00185|
|4.05827|-0.00184|
|4.06250|-0.00184|
|4.06673|-0.00183|
|4.07096|-0.00183|
|4.07520|-0.00182|
|4.07943|-0.00181|
|4.08366|-0.00181|
|4.08789|-0.00180|
|4.09212|-0.00180|
|4.09635|-0.00179|
|4.10059|-0.00179|
|4.10482|-0.00178|
|4.10905|-0.00177|
|4.11328|-0.00177|
|4.11751|-0.00176|
|4.12174|-0.00176|
|4.12598|-0.00175|
|4.13021|-0.00174|
|4.13444|-0.00174|
|4.13867|-0.00173|
|4.14290|-0.00173|
|4.14714|-0.00172|
|4.15137|-0.00172|
|4.15560|-0.00171|
|4.15983|-0.00171|
|4.16406|-0.00170|
|4.16829|-0.00169|
|4.17253|-0.00169|
|4.17676|-0.00168|
|4.18099|-0.00168|
|4.18522|-0.00167|
|4.18945|-0.00167|
|4.19368|-0.00166|
|4.19792|-0.00166|
|4.20215|-0.00165|
|4.20638|-0.00164|
|4.21061|-0.00164|
|4.21484|-0.00163|
|4.21908|-0.00163|
|4.22331|-0.00162|
|4.22754|-0.00162|
|4.23177|-0.00161|
|4.23600|-0.00161|
|4.24023|-0.00160|
|4.24447|-0.00160|
|4.24870|-0.00159|
|4.25293|-0.00159|
|4.25716|-0.00158|
|4.26139|-0.00158|
|4.26562|-0.00157|
|4.26986|-0.00157|
|4.27409|-0.00156|
|4.27832|-0.00156|
|4.28255|-0.00155|
|4.28678|-0.00155|
|4.29102|-0.00154|
|4.29525|-0.00153|
|4.29948|-0.00153|
|4.30371|-0.00152|
|4.30794|-0.00152|
|4.31217|-0.00151|
|4.31641|-0.00151|
|4.32064|-0.00150|
|4.32487|-0.00150|
|4.32910|-0.00149|
|4.33333|-0.00149|
|4.33757|-0.00148|
|4.34180|-0.00148|
|4.34603|-0.00147|
|4.35026|-0.00147|
|4.35449|-0.00147|
|4.35872|-0.00146|
|4.36296|-0.00146|
|4.36719|-0.00145|
|4.37142|-0.00145|
|4.37565|-0.00144|
|4.37988|-0.00144|
|4.38411|-0.00143|
|4.38835|-0.00143|
|4.39258|-0.00142|
|4.39681|-0.00142|
|4.40104|-0.00141|
|4.40527|-0.00141|
|4.40951|-0.00140|
|4.41374|-0.00140|
|4.41797|-0.00139|
|4.42220|-0.00139|
|4.42643|-0.00138|
|4.43066|-0.00138|
|4.43490|-0.00138|
|4.43913|-0.00137|
|4.44336|-0.00137|
|4.44759|-0.00136|
|4.45182|-0.00136|
|4.45605|-0.00135|
|4.46029|-0.00135|
|4.46452|-0.00134|
|4.46875|-0.00134|
|4.47298|-0.00133|
|4.47721|-0.00133|
|4.48145|-0.00133|
|4.48568|-0.00132|
|4.48991|-0.00132|
|4.49414|-0.00131|
|4.49837|-0.00131|
|4.50260|-0.00130|
|4.50684|-0.00130|
|4.51107|-0.00129|
|4.51530|-0.00129|
|4.51953|-0.00129|
|4.52376|-0.00128|
|4.52799|-0.00128|
|4.53223|-0.00127|
|4.53646|-0.00127|
|4.54069|-0.00126|
|4.54492|-0.00126|
|4.54915|-0.00126|
