|Tau|fi|
|2.77604|-0.00584|
|2.80990|-0.00580|
|2.84375|-0.00577|
|2.87760|-0.00574|
|2.91146|-0.00571|
|2.94531|-0.00568|
|2.97917|-0.00565|
|3.01302|-0.00562|
|3.04688|-0.00559|
|3.08073|-0.00556|
|3.11458|-0.00552|
|3.14844|-0.00549|
|3.18229|-0.00546|
|3.21615|-0.00543|
|3.25000|-0.00540|
|3.28385|-0.00537|
|3.31771|-0.00534|
|3.35156|-0.00531|
|3.38542|-0.00528|
|3.41927|-0.00526|
|3.45313|-0.00523|
|3.48698|-0.00520|
|3.52083|-0.00517|
|3.55469|-0.00514|
|3.58854|-0.00511|
|3.62240|-0.00508|
|3.65625|-0.00505|
|3.69010|-0.00502|
|3.72396|-0.00500|
|3.75781|-0.00497|
|3.79167|-0.00494|
|3.82552|-0.00491|
|3.85938|-0.00488|
|3.89323|-0.00486|
|3.92708|-0.00483|
|3.96094|-0.00480|
|3.99479|-0.00477|
|4.02865|-0.00475|
|4.06250|-0.00472|
|4.09635|-0.00469|
|4.13021|-0.00466|
|4.16406|-0.00464|
|4.19792|-0.00461|
|4.23177|-0.00458|
|4.26563|-0.00456|
|4.29948|-0.00453|
|4.33333|-0.00450|
|4.36719|-0.00448|
|4.40104|-0.00445|
|4.43490|-0.00443|
|4.46875|-0.00440|
|4.50260|-0.00437|
|4.53646|-0.00435|
|4.57031|-0.00432|
|4.60417|-0.00430|
|4.63802|-0.00427|
|4.67188|-0.00425|
|4.70573|-0.00422|
|4.73958|-0.00420|
|4.77344|-0.00417|
|4.80729|-0.00415|
|4.84115|-0.00412|
|4.87500|-0.00410|
|4.90885|-0.00407|
|4.94271|-0.00405|
|4.97656|-0.00403|
|5.01042|-0.00400|
|5.04427|-0.00398|
|5.07812|-0.00395|
|5.11198|-0.00393|
|5.14583|-0.00391|
|5.17969|-0.00388|
|5.21354|-0.00386|
|5.24740|-0.00384|
|5.28125|-0.00381|
|5.31510|-0.00379|
|5.34896|-0.00377|
|5.38281|-0.00374|
|5.41667|-0.00372|
|5.45052|-0.00370|
|5.48437|-0.00367|
|5.51823|-0.00365|
|5.55208|-0.00363|
|5.58594|-0.00361|
|5.61979|-0.00358|
|5.65365|-0.00356|
|5.68750|-0.00354|
|5.72135|-0.00352|
|5.75521|-0.00350|
|5.78906|-0.00347|
|5.82292|-0.00345|
|5.85677|-0.00343|
|5.89062|-0.00341|
|5.92448|-0.00339|
|5.95833|-0.00337|
|5.99219|-0.00335|
|6.02604|-0.00332|
|6.05990|-0.00330|
|6.09375|-0.00328|
|6.12760|-0.00326|
|6.16146|-0.00324|
|6.19531|-0.00322|
|6.22917|-0.00320|
|6.26302|-0.00318|
|6.29687|-0.00316|
|6.33073|-0.00314|
|6.36458|-0.00312|
|6.39844|-0.00310|
|6.43229|-0.00308|
|6.46615|-0.00306|
|6.50000|-0.00304|
|6.53385|-0.00302|
|6.56771|-0.00300|
|6.60156|-0.00298|
|6.63542|-0.00296|
|6.66927|-0.00294|
|6.70312|-0.00292|
|6.73698|-0.00290|
|6.77083|-0.00288|
|6.80469|-0.00286|
|6.83854|-0.00284|
|6.87240|-0.00282|
|6.90625|-0.00281|
|6.94010|-0.00279|
|6.97396|-0.00277|
|7.00781|-0.00275|
|7.04167|-0.00273|
|7.07552|-0.00271|
|7.10937|-0.00270|
|7.14323|-0.00268|
|7.17708|-0.00266|
|7.21094|-0.00264|
|7.24479|-0.00262|
|7.27865|-0.00260|
|7.31250|-0.00259|
|7.34635|-0.00257|
|7.38021|-0.00255|
|7.41406|-0.00253|
|7.44792|-0.00252|
|7.48177|-0.00250|
|7.51562|-0.00248|
|7.54948|-0.00246|
|7.58333|-0.00245|
|7.61719|-0.00243|
|7.65104|-0.00241|
|7.68490|-0.00240|
|7.71875|-0.00238|
|7.75260|-0.00236|
|7.78646|-0.00235|
|7.82031|-0.00233|
|7.85417|-0.00231|
|7.88802|-0.00230|
|7.92187|-0.00228|
|7.95573|-0.00226|
|7.98958|-0.00225|
|8.02344|-0.00223|
|8.05729|-0.00222|
|8.09115|-0.00220|
|8.12500|-0.00218|
|8.15885|-0.00217|
|8.19271|-0.00215|
|8.22656|-0.00214|
|8.26042|-0.00212|
|8.29427|-0.00211|
|8.32812|-0.00209|
|8.36198|-0.00208|
|8.39583|-0.00206|
|8.42969|-0.00204|
|8.46354|-0.00203|
|8.49740|-0.00201|
|8.53125|-0.00200|
|8.56510|-0.00198|
|8.59896|-0.00197|
|8.63281|-0.00195|
|8.66667|-0.00194|
|8.70052|-0.00193|
|8.73437|-0.00191|
|8.76823|-0.00190|
|8.80208|-0.00188|
|8.83594|-0.00187|
|8.86979|-0.00185|
|8.90365|-0.00184|
|8.93750|-0.00182|
|8.97135|-0.00181|
|9.00521|-0.00180|
|9.03906|-0.00178|
|9.07292|-0.00177|
|9.10677|-0.00176|
|9.14062|-0.00174|
|9.17448|-0.00173|
|9.20833|-0.00171|
|9.24219|-0.00170|
|9.27604|-0.00169|
|9.30990|-0.00167|
|9.34375|-0.00166|
|9.37760|-0.00165|
|9.41146|-0.00163|
|9.44531|-0.00162|
|9.47917|-0.00161|
|9.51302|-0.00159|
|9.54687|-0.00158|
|9.58073|-0.00157|
|9.61458|-0.00156|
|9.64844|-0.00154|
|9.68229|-0.00153|
|9.71615|-0.00152|
|9.75000|-0.00151|
|9.78385|-0.00149|
|9.81771|-0.00148|
|9.85156|-0.00147|
|9.88542|-0.00146|
|9.91927|-0.00144|
|9.95313|-0.00143|
|9.98698|-0.00142|
|10.02083|-0.00141|
|10.05469|-0.00140|
|10.08854|-0.00138|
|10.12240|-0.00137|
|10.15625|-0.00136|
|10.19010|-0.00135|
|10.22396|-0.00134|
|10.25781|-0.00132|
|10.29167|-0.00131|
|10.32552|-0.00130|
|10.35938|-0.00129|
|10.39323|-0.00128|
|10.42708|-0.00127|
|10.46094|-0.00126|
|10.49479|-0.00125|
|10.52865|-0.00123|
|10.56250|-0.00122|
|10.59635|-0.00121|
|10.63021|-0.00120|
|10.66406|-0.00119|
|10.69792|-0.00118|
|10.73177|-0.00117|
|10.76563|-0.00116|
|10.79948|-0.00115|
|10.83333|-0.00114|
|10.86719|-0.00113|
|10.90104|-0.00112|
|10.93490|-0.00110|
|10.96875|-0.00109|
|11.00260|-0.00108|
|11.03646|-0.00107|
|11.07031|-0.00106|
|11.10417|-0.00105|
|11.13802|-0.00104|
|11.17188|-0.00103|
|11.20573|-0.00102|
|11.23958|-0.00101|
|11.27344|-0.00100|
|11.30729|-0.00099|
|11.34115|-0.00098|
|11.37500|-0.00097|
|11.40885|-0.00096|
|11.44271|-0.00095|
|11.47656|-0.00094|
|11.51042|-0.00093|
|11.54427|-0.00093|
|11.57813|-0.00092|
|11.61198|-0.00091|
|11.64583|-0.00090|
|11.67969|-0.00089|
|11.71354|-0.00088|
|11.74740|-0.00087|
|11.78125|-0.00086|
|11.81510|-0.00085|
|11.84896|-0.00084|
|11.88281|-0.00083|
|11.91667|-0.00082|
|11.95052|-0.00082|
|11.98438|-0.00081|
|12.01823|-0.00080|
|12.05208|-0.00079|
|12.08594|-0.00078|
|12.11979|-0.00077|
|12.15365|-0.00076|
|12.18750|-0.00075|
|12.22135|-0.00075|
|12.25521|-0.00074|
|12.28906|-0.00073|
|12.32292|-0.00072|
|12.35677|-0.00071|
|12.39063|-0.00070|
|12.42448|-0.00070|
|12.45833|-0.00069|
|12.49219|-0.00068|
|12.52604|-0.00067|
|12.55990|-0.00066|
|12.59375|-0.00065|
|12.62760|-0.00065|
|12.66146|-0.00064|
|12.69531|-0.00063|
|12.72917|-0.00062|
|12.76302|-0.00062|
|12.79688|-0.00061|
|12.83073|-0.00060|
|12.86458|-0.00059|
|12.89844|-0.00058|
|12.93229|-0.00058|
|12.96615|-0.00057|
|13.00000|-0.00056|
|13.03385|-0.00055|
|13.06771|-0.00055|
|13.10156|-0.00054|
|13.13542|-0.00053|
|13.16927|-0.00053|
|13.20313|-0.00052|
|13.23698|-0.00051|
|13.27083|-0.00050|
|13.30469|-0.00050|
|13.33854|-0.00049|
|13.37240|-0.00048|
|13.40625|-0.00048|
|13.44010|-0.00047|
|13.47396|-0.00046|
|13.50781|-0.00046|
|13.54167|-0.00045|
|13.57552|-0.00044|
|13.60938|-0.00044|
|13.64323|-0.00043|
|13.67708|-0.00042|
|13.71094|-0.00042|
|13.74479|-0.00041|
|13.77865|-0.00040|
|13.81250|-0.00040|
|13.84635|-0.00039|
|13.88021|-0.00038|
|13.91406|-0.00038|
|13.94792|-0.00037|
|13.98177|-0.00036|
|14.01563|-0.00036|
|14.04948|-0.00035|
|14.08333|-0.00035|
|14.11719|-0.00034|
|14.15104|-0.00033|
|14.18490|-0.00033|
|14.21875|-0.00032|
|14.25260|-0.00031|
|14.28646|-0.00031|
|14.32031|-0.00030|
|14.35417|-0.00030|
|14.38802|-0.00029|
|14.42188|-0.00029|
|14.45573|-0.00028|
|14.48958|-0.00027|
|14.52344|-0.00027|
|14.55729|-0.00026|
|14.59115|-0.00026|
|14.62500|-0.00025|
|14.65885|-0.00025|
|14.69271|-0.00024|
|14.72656|-0.00023|
|14.76042|-0.00023|
|14.82813|-0.00022|
|14.89583|-0.00021|
|14.96354|-0.00020|
|15.03125|-0.00019|
|15.09896|-0.00018|
|15.16667|-0.00017|
|15.23438|-0.00016|
|15.30208|-0.00015|
|15.36979|-0.00014|
|15.43750|-0.00013|
|15.50521|-0.00012|
|15.57292|-0.00011|
|15.64063|-0.00010|
|15.70833|-0.00009|
|15.77604|-0.00008|
|15.84375|-0.00007|
|15.91146|-0.00006|
|15.97917|-0.00005|
|16.04688|-0.00005|
|16.11458|-0.00004|
|16.18229|-0.00003|
|16.25000|-0.00002|
|16.31771|-0.00001|
|16.38542|-0.00001|
|16.45313|0.00000|
|16.52083|0.00001|
|16.58854|0.00002|
|16.65625|0.00003|
|16.72396|0.00003|
|16.79167|0.00004|
|16.85938|0.00005|
|16.92708|0.00005|
|16.99479|0.00006|
|17.06250|0.00007|
|17.13021|0.00008|
|17.19792|0.00008|
|17.26563|0.00009|
|17.33333|0.00009|
|17.40104|0.00010|
|17.46875|0.00011|
|17.53646|0.00011|
|17.60417|0.00012|
|17.67188|0.00013|
|17.73958|0.00013|
|17.80729|0.00014|
|17.87500|0.00014|
|17.94271|0.00015|
|18.01042|0.00015|
|18.07813|0.00016|
|18.14583|0.00017|
|18.21354|0.00017|
|18.28125|0.00018|
|18.34896|0.00018|
|18.41667|0.00019|
|18.48438|0.00019|
|18.55208|0.00020|
|18.61979|0.00020|
|18.68750|0.00020|
|18.75521|0.00021|
|18.82292|0.00021|
|18.89063|0.00022|
|18.95833|0.00022|
|19.02604|0.00023|
|19.09375|0.00023|
|19.16146|0.00024|
|19.22917|0.00024|
|19.29688|0.00024|
|19.36458|0.00025|
|19.43229|0.00025|
|19.50000|0.00026|
|19.56771|0.00026|
|19.63542|0.00026|
|19.70313|0.00027|
|19.77083|0.00027|
|19.83854|0.00027|
|19.90625|0.00028|
|19.97396|0.00028|
|20.04167|0.00028|
|20.10938|0.00029|
|20.17708|0.00029|
|20.24479|0.00029|
|20.31250|0.00030|
|20.38021|0.00030|
|20.44792|0.00030|
|20.51563|0.00030|
|20.58333|0.00031|
|20.65104|0.00031|
|20.71875|0.00031|
|20.78646|0.00031|
|20.85417|0.00032|
|20.92188|0.00032|
|20.98958|0.00032|
|21.05729|0.00032|
|21.12500|0.00033|
|21.19271|0.00033|
|21.26042|0.00033|
|21.32813|0.00033|
|21.39583|0.00033|
|21.46354|0.00034|
|21.53125|0.00034|
|21.59896|0.00034|
|21.66667|0.00034|
|21.73438|0.00034|
|21.80208|0.00035|
|21.86979|0.00035|
|21.93750|0.00035|
|22.00521|0.00035|
|22.07292|0.00035|
|22.14063|0.00035|
|22.20833|0.00036|
|22.27604|0.00036|
|22.34375|0.00036|
|22.41146|0.00036|
|22.47917|0.00036|
|22.54688|0.00036|
|22.61458|0.00036|
|22.68229|0.00036|
|22.75000|0.00037|
|22.81771|0.00037|
|22.88542|0.00037|
|22.95313|0.00037|
|23.02083|0.00037|
|23.08854|0.00037|
|23.15625|0.00037|
|23.22396|0.00037|
|23.29167|0.00037|
|23.35938|0.00037|
|23.42708|0.00037|
|23.49479|0.00038|
|23.56250|0.00038|
|23.63021|0.00038|
|23.69792|0.00038|
|23.76563|0.00038|
|23.83333|0.00038|
|23.90104|0.00038|
|23.96875|0.00038|
|24.03646|0.00038|
|24.10417|0.00038|
|24.17188|0.00038|
|24.23958|0.00038|
|24.30729|0.00038|
|24.37500|0.00038|
|24.44271|0.00038|
|24.51042|0.00038|
|24.57813|0.00038|
|24.64583|0.00038|
|24.71354|0.00038|
|24.78125|0.00038|
|24.84896|0.00038|
|24.91667|0.00038|
|24.98438|0.00038|
|25.05208|0.00038|
|25.11979|0.00038|
|25.18750|0.00038|
|25.25521|0.00038|
|25.32292|0.00038|
|25.39063|0.00038|
|25.45833|0.00038|
|25.52604|0.00038|
|25.59375|0.00038|
|25.66146|0.00038|
|25.72917|0.00038|
|25.79688|0.00038|
|25.86458|0.00038|
|25.93229|0.00038|
|26.00000|0.00038|
|26.06771|0.00038|
|26.13542|0.00038|
|26.20313|0.00038|
|26.27083|0.00038|
|26.33854|0.00038|
|26.40625|0.00038|
|26.47396|0.00037|
|26.54167|0.00037|
|26.60938|0.00037|
|26.67708|0.00037|
|26.74479|0.00037|
|26.81250|0.00037|
|26.88021|0.00037|
|26.94792|0.00037|
|27.01563|0.00037|
|27.08333|0.00037|
|27.15104|0.00037|
|27.21875|0.00037|
|27.28646|0.00037|
|27.35417|0.00037|
|27.42188|0.00036|
|27.48958|0.00036|
|27.55729|0.00036|
|27.62500|0.00036|
|27.69271|0.00036|
|27.76042|0.00036|
|27.82813|0.00036|
|27.89583|0.00036|
|27.96354|0.00036|
|28.03125|0.00036|
|28.09896|0.00036|
|28.16667|0.00036|
|28.23438|0.00035|
|28.30208|0.00035|
|28.36979|0.00035|
|28.43750|0.00035|
|28.50521|0.00035|
|28.57292|0.00035|
|28.64063|0.00035|
|28.70833|0.00035|
|28.77604|0.00035|
|28.84375|0.00035|
|28.91146|0.00034|
|28.97917|0.00034|
|29.04688|0.00034|
|29.11458|0.00034|
|29.18229|0.00034|
|29.25000|0.00034|
|29.31771|0.00034|
|29.38542|0.00034|
|29.45313|0.00033|
|29.52083|0.00033|
|29.58854|0.00033|
|29.65625|0.00033|
|29.72396|0.00033|
|29.79167|0.00033|
|29.85938|0.00033|
|29.92708|0.00033|
|29.99479|0.00033|
|30.06250|0.00032|
|30.13021|0.00032|
|30.19792|0.00032|
|30.26563|0.00032|
|30.33333|0.00032|
|30.40104|0.00032|
|30.46875|0.00032|
|30.53646|0.00032|
|30.60417|0.00031|
|30.67188|0.00031|
|30.73958|0.00031|
|30.80729|0.00031|
|30.87500|0.00031|
|30.94271|0.00031|
|31.01042|0.00031|
|31.07813|0.00030|
|31.14583|0.00030|
|31.21354|0.00030|
|31.28125|0.00030|
|31.34896|0.00030|
|31.41667|0.00030|
|31.48438|0.00030|
|31.55208|0.00030|
|31.61979|0.00029|
|31.68750|0.00029|
|31.75521|0.00029|
|31.82292|0.00029|
|31.89063|0.00029|
|31.95833|0.00029|
|32.02604|0.00029|
|32.09375|0.00028|
|32.16146|0.00028|
|32.22917|0.00028|
|32.29688|0.00028|
|32.36458|0.00028|
|32.43229|0.00028|
|32.50000|0.00028|
|32.56771|0.00027|
|32.63542|0.00027|
|32.70313|0.00027|
|32.77083|0.00027|
|32.83854|0.00027|
|32.90625|0.00027|
|32.97396|0.00027|
|33.04167|0.00026|
|33.10938|0.00026|
|33.17708|0.00026|
|33.24479|0.00026|
|33.31250|0.00026|
|33.38021|0.00026|
|33.44792|0.00026|
|33.51563|0.00025|
|33.58333|0.00025|
|33.65104|0.00025|
|33.71875|0.00025|
|33.78646|0.00025|
|33.85417|0.00025|
|33.92188|0.00025|
|33.98958|0.00025|
|34.05729|0.00024|
|34.12500|0.00024|
|34.19271|0.00024|
|34.26042|0.00024|
|34.32813|0.00024|
|34.39583|0.00024|
|34.46354|0.00024|
|34.53125|0.00023|
|34.59896|0.00023|
|34.66667|0.00023|
|34.73438|0.00023|
|34.80208|0.00023|
|34.86979|0.00023|
|34.93750|0.00023|
|35.00521|0.00022|
|35.07292|0.00022|
|35.14063|0.00022|
|35.20833|0.00022|
|35.27604|0.00022|
|35.34375|0.00022|
|35.41146|0.00022|
|35.47917|0.00021|
|35.54688|0.00021|
|35.61458|0.00021|
|35.68229|0.00021|
|35.75000|0.00021|
|35.81771|0.00021|
|35.88542|0.00021|
|35.95313|0.00020|
|36.02083|0.00020|
|36.08854|0.00020|
|36.15625|0.00020|
|36.22396|0.00020|
|36.29167|0.00020|
|36.35938|0.00020|
|36.42708|0.00020|
|36.49479|0.00019|
|36.56250|0.00019|
|36.63021|0.00019|
|36.69792|0.00019|
|36.76563|0.00019|
|36.83333|0.00019|
|36.90104|0.00019|
|36.96875|0.00018|
|37.03646|0.00018|
|37.10417|0.00018|
|37.17188|0.00018|
|37.23958|0.00018|
|37.30729|0.00018|
|37.37500|0.00018|
|37.44271|0.00018|
|37.51042|0.00017|
|37.64583|0.00017|
|37.78125|0.00017|
|37.91667|0.00017|
|38.05208|0.00016|
|38.18750|0.00016|
|38.32292|0.00016|
|38.45833|0.00016|
|38.59375|0.00015|
|38.72917|0.00015|
|38.86458|0.00015|
|39.00000|0.00015|
|39.13542|0.00014|
|39.27083|0.00014|
|39.40625|0.00014|
|39.54167|0.00014|
|39.67708|0.00013|
|39.81250|0.00013|
|39.94792|0.00013|
|40.08333|0.00013|
|40.21875|0.00013|
|40.35417|0.00012|
|40.48958|0.00012|
|40.62500|0.00012|
|40.76042|0.00012|
|40.89583|0.00011|
|41.03125|0.00011|
|41.16667|0.00011|
|41.30208|0.00011|
|41.43750|0.00011|
|41.57292|0.00010|
|41.70833|0.00010|
|41.84375|0.00010|
|41.97917|0.00010|
|42.11458|0.00010|
|42.25000|0.00009|
|42.38542|0.00009|
|42.65625|0.00009|
|42.92708|0.00008|
|43.19792|0.00008|
|43.46875|0.00008|
|43.73958|0.00007|
|44.01042|0.00007|
|44.28125|0.00007|
|44.55208|0.00006|
|44.82292|0.00006|
|45.09375|0.00006|
|45.36458|0.00005|
|45.63542|0.00005|
|45.90625|0.00005|
|46.44792|0.00004|
|46.98958|0.00004|
|47.53125|0.00003|
|48.07292|0.00003|
|49.15625|0.00002|
|51.32292|0.00000|
|53.48958|-0.00001|
|55.65625|-0.00002|
|59.98958|-0.00003|
|64.32292|-0.00003|
|68.65625|-0.00003|
|72.98958|-0.00002|
|77.32292|-0.00002|
|81.65625|-0.00002|
|85.98958|-0.00001|
|90.32292|-0.00001|
|94.65625|-0.00001|
|98.98958|-0.00000|
|103.32292|-0.00000|
|107.65625|-0.00000|
|111.98958|-0.00000|
|120.65625|-0.00000|
|129.32292|-0.00000|
|137.98958|-0.00000|
|155.32292|-0.00000|
|172.65625|-0.00000|
|207.32292|0.00000|
|276.65625|-0.00000|
|311.32292|-0.00000|
