|Tau|fi|
|33.17708|0.00038|
|33.24479|0.00038|
|33.31250|0.00038|
|33.38021|0.00038|
|33.44792|0.00038|
|33.51563|0.00038|
|33.58333|0.00038|
|33.65104|0.00038|
|33.71875|0.00038|
|33.78646|0.00038|
|33.85417|0.00037|
|33.92188|0.00037|
|33.98958|0.00037|
|34.05729|0.00037|
|34.12500|0.00037|
|34.19271|0.00037|
|34.26042|0.00037|
|34.32813|0.00037|
|34.39583|0.00037|
|34.46354|0.00036|
|34.53125|0.00036|
|34.59896|0.00036|
|34.66667|0.00036|
|34.73438|0.00036|
|34.80208|0.00036|
|34.86979|0.00036|
|34.93750|0.00036|
|35.00521|0.00035|
|35.07292|0.00035|
|35.14063|0.00035|
|35.20833|0.00035|
|35.27604|0.00035|
|35.34375|0.00035|
|35.41146|0.00035|
|35.47917|0.00035|
|35.54688|0.00034|
|35.61458|0.00034|
|35.68229|0.00034|
|35.75000|0.00034|
|35.81771|0.00034|
|35.88542|0.00034|
|35.95313|0.00034|
|36.02083|0.00034|
|36.08854|0.00033|
|36.15625|0.00033|
|36.22396|0.00033|
|36.29167|0.00033|
|36.35938|0.00033|
|36.42708|0.00033|
|36.49479|0.00033|
|36.56250|0.00032|
|36.63021|0.00032|
|36.69792|0.00032|
|36.76563|0.00032|
|36.83333|0.00032|
|36.90104|0.00032|
|36.96875|0.00032|
|37.03646|0.00032|
|37.10417|0.00031|
|37.17188|0.00031|
|37.23958|0.00031|
|37.30729|0.00031|
|37.37500|0.00031|
|37.44271|0.00031|
|37.51042|0.00031|
|37.57813|0.00030|
|37.64583|0.00030|
|37.71354|0.00030|
|37.78125|0.00030|
|37.84896|0.00030|
|37.91667|0.00030|
|37.98438|0.00030|
|38.05208|0.00029|
|38.11979|0.00029|
|38.18750|0.00029|
|38.25521|0.00029|
|38.32292|0.00029|
|38.39063|0.00029|
|38.45833|0.00029|
|38.52604|0.00028|
|38.59375|0.00028|
|38.66146|0.00028|
|38.72917|0.00028|
|38.79688|0.00028|
|38.86458|0.00028|
|38.93229|0.00028|
|39.00000|0.00027|
|39.06771|0.00027|
|39.13542|0.00027|
|39.20313|0.00027|
|39.27083|0.00027|
|39.33854|0.00027|
|39.40625|0.00027|
|39.47396|0.00026|
|39.54167|0.00026|
|39.60938|0.00026|
|39.67708|0.00026|
|39.74479|0.00026|
|39.81250|0.00026|
|39.88021|0.00026|
|39.94792|0.00025|
|40.01563|0.00025|
|40.08333|0.00025|
|40.15104|0.00025|
|40.21875|0.00025|
|40.28646|0.00025|
|40.35417|0.00025|
|40.42188|0.00024|
|40.48958|0.00024|
|40.55729|0.00024|
|40.62500|0.00024|
|40.69271|0.00024|
|40.76042|0.00024|
|40.82813|0.00024|
|40.89583|0.00023|
|40.96354|0.00023|
|41.03125|0.00023|
|41.09896|0.00023|
|41.16667|0.00023|
|41.23438|0.00023|
|41.30208|0.00023|
|41.36979|0.00022|
|41.43750|0.00022|
|41.50521|0.00022|
|41.57292|0.00022|
|41.64063|0.00022|
|41.70833|0.00022|
|41.77604|0.00022|
|41.84375|0.00021|
|41.91146|0.00021|
|41.97917|0.00021|
|42.04688|0.00021|
|42.11458|0.00021|
|42.18229|0.00021|
|42.25000|0.00021|
|42.31771|0.00020|
|42.38542|0.00020|
|42.45313|0.00020|
|42.52083|0.00020|
|42.58854|0.00020|
|42.65625|0.00020|
|42.72396|0.00020|
|42.79167|0.00019|
|42.85938|0.00019|
|42.92708|0.00019|
|42.99479|0.00019|
|43.06250|0.00019|
|43.13021|0.00019|
|43.19792|0.00019|
|43.26562|0.00019|
|43.33333|0.00018|
|43.40104|0.00018|
|43.46875|0.00018|
|43.53646|0.00018|
|43.60417|0.00018|
|43.67187|0.00018|
|43.73958|0.00018|
|43.80729|0.00017|
|43.94271|0.00017|
|44.07812|0.00017|
|44.21354|0.00017|
|44.34896|0.00016|
|44.48437|0.00016|
|44.61979|0.00016|
|44.75521|0.00016|
|44.89062|0.00015|
|45.02604|0.00015|
|45.16146|0.00015|
|45.29687|0.00015|
|45.43229|0.00014|
|45.56771|0.00014|
|45.70313|0.00014|
|45.83854|0.00014|
|45.97396|0.00013|
|46.10938|0.00013|
|46.24479|0.00013|
|46.38021|0.00013|
|46.51563|0.00012|
|46.65104|0.00012|
|46.78646|0.00012|
|46.92188|0.00012|
|47.05729|0.00012|
|47.19271|0.00011|
|47.32813|0.00011|
|47.46354|0.00011|
|47.59896|0.00011|
|47.73438|0.00010|
|47.86979|0.00010|
|48.00521|0.00010|
|48.14063|0.00010|
|48.27604|0.00010|
|48.41146|0.00009|
|48.54688|0.00009|
|48.81771|0.00009|
|49.08854|0.00008|
|49.35938|0.00008|
|49.63021|0.00007|
|49.90104|0.00007|
|50.17188|0.00007|
|50.44271|0.00006|
|50.71354|0.00006|
|50.98438|0.00006|
|51.25521|0.00005|
|51.52604|0.00005|
|52.06771|0.00004|
|52.60938|0.00004|
|53.15104|0.00003|
|53.69271|0.00002|
|54.77604|0.00001|
|55.85938|0.00000|
|58.02604|-0.00001|
|60.19271|-0.00002|
|62.35938|-0.00003|
|66.69271|-0.00004|
|71.02604|-0.00005|
|75.35938|-0.00004|
|79.69271|-0.00004|
|84.02604|-0.00003|
|88.35938|-0.00002|
|92.69271|-0.00002|
|97.02604|-0.00001|
|101.35938|-0.00001|
|105.69271|-0.00000|
|110.02604|-0.00000|
|114.35938|-0.00000|
|123.02604|0.00000|
|131.69271|0.00000|
|140.35938|0.00000|
|149.02604|0.00000|
|166.35938|-0.00000|
|201.02604|-0.00000|
|235.69271|0.00000|
|270.35938|0.00000|
|287.69271|-0.00000|
|305.02604|-0.00000|
