|Tau|fi|
|3.21615|-0.00645|
|3.23307|-0.00640|
|3.25000|-0.00636|
|3.26693|-0.00632|
|3.28385|-0.00627|
|3.30078|-0.00623|
|3.31771|-0.00619|
|3.33464|-0.00615|
|3.35156|-0.00610|
|3.36849|-0.00606|
|3.38542|-0.00602|
|3.40234|-0.00598|
|3.41927|-0.00594|
|3.43620|-0.00590|
|3.45312|-0.00585|
|3.47005|-0.00581|
|3.48698|-0.00577|
|3.50391|-0.00573|
|3.52083|-0.00569|
|3.53776|-0.00565|
|3.55469|-0.00561|
|3.57161|-0.00557|
|3.58854|-0.00553|
|3.60547|-0.00549|
|3.62240|-0.00545|
|3.63932|-0.00541|
|3.65625|-0.00537|
|3.67318|-0.00534|
|3.69010|-0.00530|
|3.70703|-0.00526|
|3.72396|-0.00522|
|3.74089|-0.00518|
|3.75781|-0.00514|
|3.77474|-0.00511|
|3.79167|-0.00507|
|3.80859|-0.00503|
|3.82552|-0.00499|
|3.84245|-0.00496|
|3.85937|-0.00492|
|3.87630|-0.00488|
|3.89323|-0.00485|
|3.91016|-0.00481|
|3.92708|-0.00477|
|3.94401|-0.00474|
|3.96094|-0.00470|
|3.97786|-0.00467|
|3.99479|-0.00463|
|4.01172|-0.00460|
|4.02865|-0.00456|
|4.04557|-0.00453|
|4.06250|-0.00449|
|4.07943|-0.00446|
|4.09635|-0.00442|
|4.11328|-0.00439|
|4.13021|-0.00435|
|4.14714|-0.00432|
|4.16406|-0.00428|
|4.18099|-0.00425|
|4.19792|-0.00422|
|4.21484|-0.00418|
|4.23177|-0.00415|
|4.24870|-0.00412|
|4.26562|-0.00408|
|4.28255|-0.00405|
|4.29948|-0.00402|
|4.31641|-0.00399|
|4.33333|-0.00395|
|4.35026|-0.00392|
|4.36719|-0.00389|
|4.38411|-0.00386|
|4.40104|-0.00383|
|4.41797|-0.00379|
|4.43490|-0.00376|
|4.45182|-0.00373|
|4.46875|-0.00370|
|4.48568|-0.00367|
|4.50260|-0.00364|
|4.51953|-0.00361|
|4.53646|-0.00358|
|4.55339|-0.00355|
|4.57031|-0.00352|
|4.58724|-0.00349|
|4.60417|-0.00346|
|4.62109|-0.00343|
|4.63802|-0.00340|
|4.65495|-0.00337|
|4.67187|-0.00334|
|4.68880|-0.00331|
|4.70573|-0.00328|
|4.72266|-0.00325|
|4.73958|-0.00322|
|4.75651|-0.00320|
|4.77344|-0.00317|
|4.79036|-0.00314|
|4.80729|-0.00311|
|4.82422|-0.00308|
|4.84115|-0.00306|
|4.85807|-0.00303|
|4.87500|-0.00300|
|4.89193|-0.00297|
|4.90885|-0.00295|
|4.92578|-0.00292|
|4.94271|-0.00289|
|4.95964|-0.00286|
|4.97656|-0.00284|
|4.99349|-0.00281|
|5.01042|-0.00279|
|5.02734|-0.00276|
|5.04427|-0.00273|
|5.06120|-0.00271|
|5.07813|-0.00268|
|5.09505|-0.00266|
|5.11198|-0.00263|
|5.12891|-0.00260|
|5.14583|-0.00258|
|5.16276|-0.00255|
|5.17969|-0.00253|
|5.19661|-0.00250|
|5.21354|-0.00248|
|5.23047|-0.00245|
|5.24740|-0.00243|
|5.26432|-0.00241|
|5.28125|-0.00238|
|5.29818|-0.00236|
|5.31510|-0.00233|
|5.33203|-0.00231|
|5.34896|-0.00229|
|5.36589|-0.00226|
|5.38281|-0.00224|
|5.39974|-0.00222|
|5.41667|-0.00219|
|5.43359|-0.00217|
|5.45052|-0.00215|
|5.46745|-0.00212|
|5.48438|-0.00210|
|5.50130|-0.00208|
|5.51823|-0.00206|
|5.53516|-0.00203|
|5.55208|-0.00201|
|5.56901|-0.00199|
|5.58594|-0.00197|
|5.60286|-0.00195|
|5.61979|-0.00193|
|5.63672|-0.00190|
|5.65365|-0.00188|
|5.67057|-0.00186|
|5.68750|-0.00184|
|5.70443|-0.00182|
|5.72135|-0.00180|
|5.73828|-0.00178|
|5.75521|-0.00176|
|5.77214|-0.00174|
|5.78906|-0.00172|
|5.80599|-0.00169|
|5.82292|-0.00167|
|5.83984|-0.00165|
|5.85677|-0.00163|
|5.87370|-0.00161|
|5.89063|-0.00160|
|5.90755|-0.00158|
|5.92448|-0.00156|
|5.94141|-0.00154|
|5.95833|-0.00152|
|5.97526|-0.00150|
|5.99219|-0.00148|
|6.00911|-0.00146|
|6.02604|-0.00144|
|6.04297|-0.00142|
|6.05990|-0.00140|
|6.07682|-0.00139|
|6.09375|-0.00137|
|6.11068|-0.00135|
|6.12760|-0.00133|
|6.14453|-0.00131|
|6.16146|-0.00129|
|6.17839|-0.00128|
|6.19531|-0.00126|
|6.21224|-0.00124|
|6.22917|-0.00122|
|6.24609|-0.00121|
|6.26302|-0.00119|
|6.27995|-0.00117|
|6.29688|-0.00116|
|6.31380|-0.00114|
|6.33073|-0.00112|
|6.34766|-0.00110|
|6.36458|-0.00109|
|6.38151|-0.00107|
|6.39844|-0.00105|
|6.41536|-0.00104|
|6.43229|-0.00102|
|6.44922|-0.00101|
|6.46615|-0.00099|
|6.48307|-0.00097|
|6.50000|-0.00096|
|6.51693|-0.00094|
|6.53385|-0.00093|
|6.55078|-0.00091|
|6.56771|-0.00090|
|6.58464|-0.00088|
|6.60156|-0.00087|
|6.61849|-0.00085|
|6.63542|-0.00084|
|6.65234|-0.00082|
|6.66927|-0.00081|
|6.68620|-0.00079|
|6.70313|-0.00078|
|6.72005|-0.00076|
|6.73698|-0.00075|
|6.75391|-0.00073|
|6.77083|-0.00072|
|6.78776|-0.00070|
|6.80469|-0.00069|
|6.82161|-0.00068|
|6.83854|-0.00066|
|6.85547|-0.00065|
|6.87240|-0.00063|
|6.88932|-0.00062|
|6.90625|-0.00061|
|6.92318|-0.00059|
|6.94010|-0.00058|
|6.95703|-0.00057|
|6.97396|-0.00055|
|6.99089|-0.00054|
|7.00781|-0.00053|
|7.02474|-0.00052|
|7.04167|-0.00050|
|7.05859|-0.00049|
|7.07552|-0.00048|
|7.09245|-0.00046|
|7.10938|-0.00045|
|7.12630|-0.00044|
|7.14323|-0.00043|
|7.16016|-0.00042|
|7.17708|-0.00040|
|7.19401|-0.00039|
|7.21094|-0.00038|
|7.22786|-0.00037|
|7.24479|-0.00036|
|7.26172|-0.00034|
|7.27865|-0.00033|
|7.29557|-0.00032|
|7.31250|-0.00031|
|7.32943|-0.00030|
|7.34635|-0.00029|
|7.36328|-0.00028|
|7.38021|-0.00026|
|7.39714|-0.00025|
|7.41406|-0.00024|
|7.43099|-0.00023|
|7.44792|-0.00022|
|7.46484|-0.00021|
|7.48177|-0.00020|
|7.49870|-0.00019|
|7.51563|-0.00018|
|7.53255|-0.00017|
|7.54948|-0.00016|
|7.56641|-0.00015|
|7.58333|-0.00014|
|7.60026|-0.00013|
|7.61719|-0.00012|
|7.63411|-0.00011|
|7.65104|-0.00010|
|7.66797|-0.00009|
|7.68490|-0.00008|
|7.70182|-0.00007|
|7.71875|-0.00006|
|7.73568|-0.00005|
|7.75260|-0.00004|
|7.76953|-0.00003|
|7.78646|-0.00002|
|7.80339|-0.00001|
|7.82031|-0.00000|
|7.83724|0.00001|
|7.85417|0.00002|
|7.87109|0.00003|
|7.88802|0.00003|
|7.90495|0.00004|
|7.92188|0.00005|
|7.93880|0.00006|
|7.95573|0.00007|
|7.97266|0.00008|
|7.98958|0.00009|
|8.00651|0.00009|
|8.02344|0.00010|
|8.04036|0.00011|
|8.05729|0.00012|
|8.07422|0.00013|
|8.09115|0.00014|
|8.10807|0.00014|
|8.12500|0.00015|
|8.14193|0.00016|
|8.15885|0.00017|
|8.17578|0.00017|
|8.19271|0.00018|
|8.20964|0.00019|
|8.22656|0.00020|
|8.24349|0.00020|
|8.26042|0.00021|
|8.27734|0.00022|
|8.29427|0.00023|
|8.31120|0.00023|
|8.32813|0.00024|
|8.34505|0.00025|
|8.36198|0.00026|
|8.37891|0.00026|
|8.39583|0.00027|
|8.41276|0.00028|
|8.42969|0.00028|
|8.44661|0.00029|
|8.46354|0.00030|
|8.48047|0.00030|
|8.49740|0.00031|
|8.51432|0.00032|
|8.53125|0.00032|
|8.54818|0.00033|
|8.56510|0.00034|
|8.58203|0.00034|
|8.59896|0.00035|
|8.61589|0.00035|
|8.63281|0.00036|
|8.64974|0.00037|
|8.66667|0.00037|
|8.68359|0.00038|
|8.70052|0.00038|
|8.71745|0.00039|
|8.73438|0.00040|
|8.75130|0.00040|
|8.76823|0.00041|
|8.78516|0.00041|
|8.80208|0.00042|
|8.81901|0.00042|
|8.83594|0.00043|
|8.85286|0.00043|
|8.86979|0.00044|
|8.88672|0.00045|
|8.90365|0.00045|
|8.92057|0.00046|
|8.93750|0.00046|
|8.95443|0.00047|
|8.97135|0.00047|
|8.98828|0.00048|
|9.00521|0.00048|
|9.02214|0.00049|
|9.03906|0.00049|
|9.05599|0.00050|
|9.07292|0.00050|
|9.08984|0.00050|
|9.10677|0.00051|
|9.12370|0.00051|
|9.14063|0.00052|
|9.15755|0.00052|
|9.17448|0.00053|
|9.19141|0.00053|
|9.20833|0.00054|
|9.22526|0.00054|
|9.24219|0.00054|
|9.25911|0.00055|
|9.27604|0.00055|
|9.29297|0.00056|
|9.30990|0.00056|
|9.32682|0.00057|
|9.34375|0.00057|
|9.36068|0.00057|
|9.37760|0.00058|
|9.39453|0.00058|
|9.41146|0.00058|
|9.42839|0.00059|
|9.44531|0.00059|
|9.46224|0.00060|
|9.47917|0.00060|
|9.49609|0.00060|
|9.51302|0.00061|
|9.52995|0.00061|
|9.54688|0.00061|
|9.56380|0.00062|
|9.58073|0.00062|
|9.59766|0.00062|
|9.61458|0.00063|
|9.63151|0.00063|
|9.64844|0.00063|
|9.66536|0.00064|
|9.68229|0.00064|
|9.69922|0.00064|
|9.71615|0.00065|
|9.73307|0.00065|
|9.75000|0.00065|
|9.76693|0.00065|
|9.78385|0.00066|
|9.80078|0.00066|
|9.81771|0.00066|
|9.83464|0.00067|
|9.85156|0.00067|
|9.86849|0.00067|
|9.88542|0.00067|
|9.90234|0.00068|
|9.91927|0.00068|
|9.93620|0.00068|
|9.95312|0.00068|
|9.97005|0.00069|
|9.98698|0.00069|
|10.00391|0.00069|
|10.02083|0.00069|
|10.03776|0.00070|
|10.05469|0.00070|
|10.07161|0.00070|
|10.08854|0.00070|
|10.10547|0.00071|
|10.12240|0.00071|
|10.13932|0.00071|
|10.15625|0.00071|
|10.17318|0.00071|
|10.19010|0.00072|
|10.20703|0.00072|
|10.22396|0.00072|
|10.24089|0.00072|
|10.25781|0.00072|
|10.27474|0.00073|
|10.29167|0.00073|
|10.30859|0.00073|
|10.32552|0.00073|
|10.34245|0.00073|
|10.35937|0.00073|
|10.37630|0.00074|
|10.39323|0.00074|
|10.41016|0.00074|
|10.42708|0.00074|
|10.44401|0.00074|
|10.46094|0.00074|
|10.47786|0.00075|
|10.49479|0.00075|
|10.51172|0.00075|
|10.52865|0.00075|
|10.54557|0.00075|
|10.56250|0.00075|
|10.57943|0.00075|
|10.59635|0.00076|
|10.61328|0.00076|
|10.63021|0.00076|
|10.64714|0.00076|
|10.66406|0.00076|
|10.68099|0.00076|
|10.69792|0.00076|
|10.71484|0.00076|
|10.73177|0.00077|
|10.74870|0.00077|
|10.76562|0.00077|
|10.78255|0.00077|
|10.79948|0.00077|
|10.81641|0.00077|
|10.83333|0.00077|
|10.85026|0.00077|
|10.86719|0.00077|
|10.88411|0.00077|
|10.90104|0.00077|
|10.91797|0.00078|
|10.93490|0.00078|
|10.95182|0.00078|
|10.96875|0.00078|
|10.98568|0.00078|
|11.00260|0.00078|
|11.01953|0.00078|
|11.03646|0.00078|
|11.05339|0.00078|
|11.07031|0.00078|
|11.08724|0.00078|
|11.10417|0.00078|
|11.12109|0.00078|
|11.13802|0.00078|
|11.15495|0.00078|
|11.17187|0.00078|
|11.18880|0.00078|
|11.20573|0.00079|
|11.22266|0.00079|
|11.23958|0.00079|
|11.25651|0.00079|
|11.27344|0.00079|
|11.29036|0.00079|
|11.30729|0.00079|
|11.32422|0.00079|
|11.34115|0.00079|
|11.35807|0.00079|
|11.37500|0.00079|
|11.39193|0.00079|
|11.40885|0.00079|
|11.42578|0.00079|
|11.44271|0.00079|
|11.45964|0.00079|
|11.47656|0.00079|
|11.49349|0.00079|
|11.51042|0.00079|
|11.52734|0.00079|
|11.54427|0.00079|
|11.56120|0.00079|
|11.57812|0.00079|
|11.59505|0.00079|
|11.61198|0.00079|
|11.62891|0.00079|
|11.64583|0.00079|
|11.66276|0.00079|
|11.67969|0.00079|
|11.69661|0.00079|
|11.71354|0.00079|
|11.73047|0.00079|
|11.74740|0.00079|
|11.76432|0.00079|
|11.78125|0.00079|
|11.79818|0.00079|
|11.81510|0.00079|
|11.83203|0.00079|
|11.84896|0.00079|
|11.86589|0.00079|
|11.88281|0.00078|
|11.89974|0.00078|
|11.91667|0.00078|
|11.93359|0.00078|
|11.95052|0.00078|
|11.96745|0.00078|
|11.98437|0.00078|
|12.00130|0.00078|
|12.01823|0.00078|
|12.03516|0.00078|
|12.05208|0.00078|
|12.06901|0.00078|
|12.08594|0.00078|
|12.10286|0.00078|
|12.11979|0.00078|
|12.13672|0.00078|
|12.15365|0.00078|
|12.17057|0.00078|
|12.18750|0.00078|
|12.20443|0.00077|
|12.22135|0.00077|
|12.23828|0.00077|
|12.25521|0.00077|
|12.27214|0.00077|
|12.28906|0.00077|
|12.30599|0.00077|
|12.32292|0.00077|
|12.33984|0.00077|
|12.35677|0.00077|
|12.37370|0.00077|
|12.39062|0.00077|
|12.40755|0.00077|
|12.42448|0.00077|
|12.44141|0.00076|
|12.45833|0.00076|
|12.47526|0.00076|
|12.49219|0.00076|
|12.50911|0.00076|
|12.52604|0.00076|
|12.54297|0.00076|
|12.55990|0.00076|
|12.57682|0.00076|
|12.59375|0.00076|
|12.61068|0.00076|
|12.62760|0.00075|
|12.64453|0.00075|
|12.66146|0.00075|
|12.67839|0.00075|
|12.69531|0.00075|
|12.71224|0.00075|
|12.72917|0.00075|
|12.74609|0.00075|
|12.76302|0.00075|
|12.77995|0.00075|
|12.79687|0.00074|
|12.81380|0.00074|
|12.83073|0.00074|
|12.84766|0.00074|
|12.86458|0.00074|
|12.88151|0.00074|
|12.89844|0.00074|
|12.91536|0.00074|
|12.93229|0.00074|
|12.94922|0.00073|
|12.96615|0.00073|
|12.98307|0.00073|
|13.00000|0.00073|
|13.01693|0.00073|
|13.03385|0.00073|
|13.05078|0.00073|
|13.06771|0.00073|
|13.08464|0.00072|
|13.10156|0.00072|
|13.11849|0.00072|
|13.13542|0.00072|
|13.15234|0.00072|
|13.16927|0.00072|
|13.18620|0.00072|
|13.20312|0.00072|
|13.22005|0.00071|
|13.23698|0.00071|
|13.25391|0.00071|
|13.27083|0.00071|
|13.28776|0.00071|
|13.30469|0.00071|
|13.32161|0.00071|
|13.33854|0.00071|
|13.35547|0.00070|
|13.37240|0.00070|
|13.38932|0.00070|
|13.40625|0.00070|
|13.42318|0.00070|
|13.44010|0.00070|
|13.45703|0.00070|
|13.47396|0.00069|
|13.49089|0.00069|
|13.50781|0.00069|
|13.52474|0.00069|
|13.54167|0.00069|
|13.55859|0.00069|
|13.57552|0.00069|
|13.60937|0.00068|
|13.64323|0.00068|
|13.67708|0.00068|
|13.71094|0.00067|
|13.74479|0.00067|
|13.77865|0.00067|
|13.81250|0.00067|
|13.84635|0.00066|
|13.88021|0.00066|
|13.91406|0.00066|
|13.94792|0.00065|
|13.98177|0.00065|
|14.01562|0.00065|
|14.04948|0.00064|
|14.08333|0.00064|
|14.11719|0.00064|
|14.15104|0.00063|
|14.18490|0.00063|
|14.21875|0.00063|
|14.25260|0.00063|
|14.28646|0.00062|
|14.32031|0.00062|
|14.35417|0.00062|
|14.38802|0.00061|
|14.42187|0.00061|
|14.45573|0.00061|
|14.48958|0.00060|
|14.52344|0.00060|
|14.55729|0.00060|
|14.59115|0.00059|
|14.62500|0.00059|
|14.65885|0.00059|
|14.69271|0.00058|
|14.72656|0.00058|
|14.76042|0.00058|
|14.79427|0.00057|
|14.82812|0.00057|
|14.86198|0.00057|
|14.89583|0.00056|
|14.92969|0.00056|
|14.96354|0.00056|
|14.99740|0.00055|
|15.03125|0.00055|
|15.06510|0.00055|
|15.09896|0.00054|
|15.13281|0.00054|
|15.16667|0.00054|
|15.20052|0.00053|
|15.23437|0.00053|
|15.26823|0.00053|
|15.30208|0.00052|
|15.33594|0.00052|
|15.36979|0.00052|
|15.40365|0.00051|
|15.43750|0.00051|
|15.47135|0.00051|
|15.50521|0.00050|
|15.53906|0.00050|
|15.57292|0.00050|
|15.60677|0.00049|
|15.64062|0.00049|
|15.67448|0.00049|
|15.70833|0.00048|
|15.74219|0.00048|
|15.77604|0.00048|
|15.80990|0.00047|
|15.84375|0.00047|
|15.87760|0.00047|
|15.91146|0.00046|
|15.94531|0.00046|
|15.97917|0.00046|
|16.01302|0.00045|
|16.04687|0.00045|
|16.08073|0.00045|
|16.11458|0.00044|
|16.14844|0.00044|
|16.18229|0.00044|
|16.21615|0.00043|
|16.25000|0.00043|
|16.28385|0.00043|
|16.31771|0.00042|
|16.35156|0.00042|
|16.38542|0.00042|
|16.41927|0.00041|
|16.45312|0.00041|
|16.48698|0.00041|
|16.52083|0.00040|
|16.55469|0.00040|
|16.58854|0.00040|
|16.62240|0.00040|
|16.65625|0.00039|
|16.69010|0.00039|
|16.72396|0.00039|
|16.75781|0.00038|
|16.79167|0.00038|
|16.82552|0.00038|
|16.85937|0.00037|
|16.89323|0.00037|
|16.96094|0.00036|
|17.02865|0.00036|
|17.09635|0.00035|
|17.16406|0.00035|
|17.23177|0.00034|
|17.29948|0.00033|
|17.36719|0.00033|
|17.43490|0.00032|
|17.50260|0.00032|
|17.57031|0.00031|
|17.63802|0.00031|
|17.70573|0.00030|
|17.77344|0.00029|
|17.84115|0.00029|
|17.90885|0.00028|
|17.97656|0.00028|
|18.04427|0.00027|
|18.11198|0.00027|
|18.17969|0.00026|
|18.24740|0.00026|
|18.31510|0.00025|
|18.38281|0.00025|
|18.45052|0.00024|
|18.51823|0.00024|
|18.58594|0.00023|
|18.65365|0.00023|
|18.72135|0.00022|
|18.78906|0.00022|
|18.85677|0.00021|
|18.92448|0.00021|
|18.99219|0.00020|
|19.05990|0.00020|
|19.12760|0.00020|
|19.26302|0.00019|
|19.39844|0.00018|
|19.53385|0.00017|
|19.66927|0.00016|
|19.80469|0.00015|
|19.94010|0.00015|
|20.07552|0.00014|
|20.21094|0.00013|
|20.34635|0.00012|
|20.48177|0.00012|
|20.61719|0.00011|
|20.75260|0.00010|
|20.88802|0.00010|
|21.02344|0.00009|
|21.15885|0.00009|
|21.42969|0.00008|
|21.70052|0.00007|
|21.97135|0.00006|
|22.24219|0.00005|
|22.51302|0.00004|
|22.78385|0.00003|
|23.05469|0.00002|
|23.32552|0.00002|
|23.86719|0.00001|
|24.40885|-0.00000|
|24.95052|-0.00001|
|26.03385|-0.00002|
|27.11719|-0.00003|
|28.20052|-0.00003|
|29.28385|-0.00003|
|30.36719|-0.00003|
|31.45052|-0.00003|
|32.53385|-0.00002|
|33.61719|-0.00002|
|34.70052|-0.00002|
|36.86719|-0.00001|
|41.20052|-0.00001|
|45.53385|-0.00000|
|49.86719|-0.00000|
|54.20052|-0.00000|
|58.53385|-0.00000|
|62.86719|-0.00000|
|71.53385|-0.00000|
|80.20052|-0.00000|
|88.86719|-0.00000|
|97.53385|-0.00000|
|114.86719|-0.00000|
|132.20052|0.00000|
|149.53385|-0.00000|
|158.20052|-0.00000|
|166.86719|0.00000|
|175.53385|0.00000|
|184.20052|0.00000|
|192.86719|-0.00000|
|201.53385|-0.00000|
|210.20052|0.00000|
|218.86719|0.00000|
|227.53385|-0.00000|
|236.20052|-0.00000|
|244.86719|0.00000|
|253.53385|0.00000|
|262.20052|-0.00000|
|270.86719|-0.00000|
|279.53385|0.00000|
|288.20052|0.00000|
|296.86719|0.00000|
|305.53385|-0.00000|
