|Tau|fi|
|4.88346|-0.01302|
|4.89193|-0.01300|
|4.90039|-0.01297|
|4.90885|-0.01294|
|4.91732|-0.01291|
|4.92578|-0.01289|
|4.93424|-0.01286|
|4.94271|-0.01283|
|4.95117|-0.01280|
|4.95964|-0.01278|
|4.96810|-0.01275|
|4.97656|-0.01272|
|4.98503|-0.01269|
|4.99349|-0.01267|
|5.00195|-0.01264|
|5.01042|-0.01261|
|5.01888|-0.01259|
|5.02734|-0.01256|
|5.03581|-0.01253|
|5.04427|-0.01250|
|5.05273|-0.01248|
|5.06120|-0.01245|
|5.06966|-0.01242|
|5.07812|-0.01240|
|5.08659|-0.01237|
|5.09505|-0.01234|
|5.10352|-0.01231|
|5.11198|-0.01229|
|5.12044|-0.01226|
|5.12891|-0.01223|
|5.13737|-0.01221|
|5.14583|-0.01218|
|5.15430|-0.01215|
|5.16276|-0.01213|
|5.17122|-0.01210|
|5.17969|-0.01207|
|5.18815|-0.01205|
|5.19661|-0.01202|
|5.20508|-0.01199|
|5.21354|-0.01197|
|5.22201|-0.01194|
|5.23047|-0.01191|
|5.23893|-0.01189|
|5.24740|-0.01186|
|5.25586|-0.01183|
|5.26432|-0.01181|
|5.27279|-0.01178|
|5.28125|-0.01175|
|5.28971|-0.01173|
|5.29818|-0.01170|
|5.30664|-0.01167|
|5.31510|-0.01165|
|5.32357|-0.01162|
|5.33203|-0.01159|
|5.34049|-0.01157|
|5.34896|-0.01154|
|5.35742|-0.01151|
|5.36589|-0.01149|
|5.37435|-0.01146|
|5.38281|-0.01144|
|5.39128|-0.01141|
|5.39974|-0.01138|
|5.40820|-0.01136|
|5.41667|-0.01133|
|5.42513|-0.01130|
|5.43359|-0.01128|
|5.44206|-0.01125|
|5.45052|-0.01123|
|5.45898|-0.01120|
|5.46745|-0.01117|
|5.47591|-0.01115|
|5.48437|-0.01112|
|5.49284|-0.01110|
|5.50130|-0.01107|
|5.50977|-0.01104|
|5.51823|-0.01102|
|5.52669|-0.01099|
|5.53516|-0.01097|
|5.54362|-0.01094|
|5.55208|-0.01091|
|5.56055|-0.01089|
|5.56901|-0.01086|
|5.57747|-0.01084|
|5.58594|-0.01081|
|5.59440|-0.01078|
|5.60286|-0.01076|
|5.61133|-0.01073|
|5.61979|-0.01071|
|5.62826|-0.01068|
|5.63672|-0.01066|
|5.64518|-0.01063|
|5.65365|-0.01061|
|5.66211|-0.01058|
|5.67057|-0.01055|
|5.67904|-0.01053|
|5.68750|-0.01050|
|5.69596|-0.01048|
|5.70443|-0.01045|
|5.71289|-0.01043|
|5.72135|-0.01040|
|5.72982|-0.01038|
|5.73828|-0.01035|
|5.74674|-0.01033|
|5.75521|-0.01030|
|5.76367|-0.01027|
|5.77214|-0.01025|
|5.78060|-0.01022|
|5.78906|-0.01020|
|5.79753|-0.01017|
|5.80599|-0.01015|
|5.81445|-0.01012|
|5.82292|-0.01010|
|5.83138|-0.01007|
|5.83984|-0.01005|
|5.84831|-0.01002|
|5.85677|-0.01000|
|5.86523|-0.00997|
|5.87370|-0.00995|
|5.88216|-0.00992|
|5.89062|-0.00990|
|5.89909|-0.00987|
|5.90755|-0.00985|
|5.91602|-0.00982|
|5.92448|-0.00980|
|5.93294|-0.00977|
|5.94141|-0.00975|
|5.94987|-0.00972|
|5.95833|-0.00970|
|5.96680|-0.00967|
|5.97526|-0.00965|
|5.98372|-0.00963|
|5.99219|-0.00960|
|6.00065|-0.00958|
|6.00911|-0.00955|
|6.01758|-0.00953|
|6.02604|-0.00950|
|6.03451|-0.00948|
|6.04297|-0.00945|
|6.05143|-0.00943|
|6.05990|-0.00940|
|6.06836|-0.00938|
|6.07682|-0.00936|
|6.08529|-0.00933|
|6.09375|-0.00931|
|6.10221|-0.00928|
|6.11068|-0.00926|
|6.11914|-0.00923|
|6.12760|-0.00921|
|6.13607|-0.00919|
|6.14453|-0.00916|
|6.15299|-0.00914|
|6.16146|-0.00911|
|6.16992|-0.00909|
|6.17839|-0.00906|
|6.18685|-0.00904|
|6.19531|-0.00902|
|6.20378|-0.00899|
|6.21224|-0.00897|
|6.22070|-0.00894|
|6.22917|-0.00892|
|6.23763|-0.00890|
|6.24609|-0.00887|
|6.25456|-0.00885|
|6.26302|-0.00883|
|6.27148|-0.00880|
|6.27995|-0.00878|
|6.28841|-0.00875|
|6.29687|-0.00873|
|6.30534|-0.00871|
|6.31380|-0.00868|
|6.32227|-0.00866|
|6.33073|-0.00864|
|6.33919|-0.00861|
|6.34766|-0.00859|
|6.35612|-0.00856|
|6.36458|-0.00854|
|6.37305|-0.00852|
|6.38151|-0.00849|
|6.38997|-0.00847|
|6.39844|-0.00845|
|6.40690|-0.00842|
|6.41536|-0.00840|
|6.42383|-0.00838|
|6.43229|-0.00835|
|6.44076|-0.00833|
|6.44922|-0.00831|
|6.45768|-0.00828|
|6.46615|-0.00826|
|6.47461|-0.00824|
|6.48307|-0.00821|
|6.49154|-0.00819|
|6.50000|-0.00817|
|6.50846|-0.00814|
|6.51693|-0.00812|
|6.52539|-0.00810|
|6.53385|-0.00808|
|6.54232|-0.00805|
|6.55078|-0.00803|
|6.55924|-0.00801|
|6.56771|-0.00798|
|6.57617|-0.00796|
|6.58464|-0.00794|
|6.59310|-0.00791|
|6.60156|-0.00789|
|6.61003|-0.00787|
|6.61849|-0.00785|
|6.62695|-0.00782|
|6.63542|-0.00780|
|6.64388|-0.00778|
|6.65234|-0.00776|
|6.66081|-0.00773|
|6.66927|-0.00771|
|6.67773|-0.00769|
|6.68620|-0.00767|
|6.69466|-0.00764|
|6.70312|-0.00762|
|6.71159|-0.00760|
|6.72005|-0.00758|
|6.72852|-0.00755|
|6.73698|-0.00753|
|6.74544|-0.00751|
|6.75391|-0.00749|
|6.76237|-0.00746|
|6.77083|-0.00744|
|6.77930|-0.00742|
|6.78776|-0.00740|
|6.79622|-0.00737|
|6.80469|-0.00735|
|6.81315|-0.00733|
|6.82161|-0.00731|
|6.83008|-0.00729|
|6.83854|-0.00726|
|6.84701|-0.00724|
|6.85547|-0.00722|
|6.86393|-0.00720|
|6.87240|-0.00718|
|6.88086|-0.00715|
|6.88932|-0.00713|
|6.89779|-0.00711|
|6.90625|-0.00709|
|6.91471|-0.00707|
|6.92318|-0.00704|
|6.93164|-0.00702|
|6.94010|-0.00700|
|6.94857|-0.00698|
|6.95703|-0.00696|
|6.96549|-0.00694|
|6.97396|-0.00691|
|6.98242|-0.00689|
|6.99089|-0.00687|
|6.99935|-0.00685|
|7.00781|-0.00683|
|7.01628|-0.00681|
|7.02474|-0.00678|
|7.03320|-0.00676|
|7.04167|-0.00674|
|7.05013|-0.00672|
|7.05859|-0.00670|
|7.06706|-0.00668|
|7.07552|-0.00666|
|7.08398|-0.00663|
|7.09245|-0.00661|
|7.10091|-0.00659|
|7.10937|-0.00657|
|7.11784|-0.00655|
|7.12630|-0.00653|
|7.13477|-0.00651|
|7.14323|-0.00649|
|7.15169|-0.00647|
|7.16016|-0.00644|
|7.16862|-0.00642|
|7.17708|-0.00640|
|7.18555|-0.00638|
|7.19401|-0.00636|
|7.20247|-0.00634|
|7.21094|-0.00632|
|7.21940|-0.00630|
|7.22786|-0.00628|
|7.23633|-0.00626|
|7.24479|-0.00624|
|7.25326|-0.00621|
|7.26172|-0.00619|
|7.27018|-0.00617|
|7.27865|-0.00615|
|7.28711|-0.00613|
|7.29557|-0.00611|
|7.30404|-0.00609|
|7.31250|-0.00607|
|7.32096|-0.00605|
|7.32943|-0.00603|
|7.33789|-0.00601|
|7.34635|-0.00599|
|7.35482|-0.00597|
|7.36328|-0.00595|
|7.37174|-0.00593|
|7.38021|-0.00591|
|7.38867|-0.00589|
|7.39714|-0.00587|
|7.40560|-0.00585|
|7.41406|-0.00582|
|7.42253|-0.00580|
|7.43099|-0.00578|
|7.43945|-0.00576|
|7.44792|-0.00574|
|7.45638|-0.00572|
|7.46484|-0.00570|
|7.47331|-0.00568|
|7.48177|-0.00566|
|7.49023|-0.00564|
|7.49870|-0.00562|
|7.50716|-0.00560|
|7.51562|-0.00558|
|7.52409|-0.00556|
|7.53255|-0.00554|
|7.54102|-0.00552|
|7.54948|-0.00550|
|7.55794|-0.00549|
|7.56641|-0.00547|
|7.57487|-0.00545|
|7.58333|-0.00543|
|7.59180|-0.00541|
|7.60026|-0.00539|
|7.60872|-0.00537|
|7.61719|-0.00535|
|7.62565|-0.00533|
|7.63411|-0.00531|
|7.64258|-0.00529|
|7.65104|-0.00527|
|7.65951|-0.00525|
|7.66797|-0.00523|
|7.67643|-0.00521|
|7.68490|-0.00519|
|7.69336|-0.00517|
|7.70182|-0.00515|
|7.71029|-0.00513|
|7.71875|-0.00511|
|7.72721|-0.00510|
|7.73568|-0.00508|
|7.74414|-0.00506|
|7.75260|-0.00504|
|7.76107|-0.00502|
|7.76953|-0.00500|
|7.77799|-0.00498|
|7.78646|-0.00496|
|7.79492|-0.00494|
|7.80339|-0.00492|
|7.81185|-0.00490|
|7.82031|-0.00489|
|7.82878|-0.00487|
|7.83724|-0.00485|
|7.84570|-0.00483|
|7.85417|-0.00481|
|7.86263|-0.00479|
|7.87109|-0.00477|
|7.87956|-0.00475|
|7.88802|-0.00474|
|7.89648|-0.00472|
|7.90495|-0.00470|
|7.91341|-0.00468|
|7.92187|-0.00466|
|7.93034|-0.00464|
|7.93880|-0.00462|
|7.94727|-0.00461|
|7.95573|-0.00459|
|7.96419|-0.00457|
|7.97266|-0.00455|
|7.98112|-0.00453|
|7.98958|-0.00451|
|7.99805|-0.00450|
|8.00651|-0.00448|
|8.01497|-0.00446|
|8.02344|-0.00444|
|8.03190|-0.00442|
|8.04036|-0.00440|
|8.04883|-0.00439|
|8.05729|-0.00437|
|8.06576|-0.00435|
|8.07422|-0.00433|
|8.08268|-0.00431|
|8.09115|-0.00430|
|8.09961|-0.00428|
|8.10807|-0.00426|
|8.11654|-0.00424|
|8.12500|-0.00422|
|8.13346|-0.00421|
|8.14193|-0.00419|
|8.15039|-0.00417|
|8.15885|-0.00415|
|8.16732|-0.00413|
|8.17578|-0.00412|
|8.18424|-0.00410|
|8.19271|-0.00408|
|8.20117|-0.00406|
|8.20964|-0.00405|
|8.21810|-0.00403|
|8.22656|-0.00401|
|8.23503|-0.00399|
|8.24349|-0.00398|
|8.25195|-0.00396|
|8.26042|-0.00394|
|8.26888|-0.00392|
|8.27734|-0.00391|
|8.28581|-0.00389|
|8.29427|-0.00387|
|8.30273|-0.00385|
|8.31120|-0.00384|
|8.31966|-0.00382|
|8.32812|-0.00380|
|8.33659|-0.00378|
|8.34505|-0.00377|
|8.35352|-0.00375|
|8.36198|-0.00373|
|8.37044|-0.00372|
|8.37891|-0.00370|
|8.38737|-0.00368|
|8.39583|-0.00366|
|8.40430|-0.00365|
|8.41276|-0.00363|
|8.42122|-0.00361|
|8.42969|-0.00360|
|8.43815|-0.00358|
|8.44661|-0.00356|
|8.45508|-0.00355|
|8.46354|-0.00353|
|8.47201|-0.00351|
|8.48047|-0.00350|
|8.48893|-0.00348|
|8.49740|-0.00346|
|8.50586|-0.00345|
|8.51432|-0.00343|
|8.52279|-0.00341|
|8.53125|-0.00340|
|8.53971|-0.00338|
|8.54818|-0.00336|
|8.55664|-0.00335|
|8.56510|-0.00333|
|8.57357|-0.00331|
|8.58203|-0.00330|
|8.59049|-0.00328|
|8.59896|-0.00326|
|8.60742|-0.00325|
|8.61589|-0.00323|
|8.62435|-0.00322|
|8.63281|-0.00320|
|8.64128|-0.00318|
|8.64974|-0.00317|
|8.65820|-0.00315|
|8.66667|-0.00313|
|8.67513|-0.00312|
|8.68359|-0.00310|
|8.69206|-0.00309|
|8.70052|-0.00307|
|8.70898|-0.00305|
|8.71745|-0.00304|
|8.72591|-0.00302|
|8.73437|-0.00301|
|8.74284|-0.00299|
|8.75130|-0.00297|
|8.75977|-0.00296|
|8.76823|-0.00294|
|8.77669|-0.00293|
|8.78516|-0.00291|
|8.79362|-0.00290|
|8.80208|-0.00288|
|8.81055|-0.00286|
|8.81901|-0.00285|
|8.82747|-0.00283|
|8.83594|-0.00282|
|8.84440|-0.00280|
|8.85286|-0.00279|
|8.86133|-0.00277|
|8.86979|-0.00276|
|8.87826|-0.00274|
|8.88672|-0.00272|
|8.89518|-0.00271|
|8.90365|-0.00269|
|8.91211|-0.00268|
|8.92057|-0.00266|
|8.92904|-0.00265|
|8.93750|-0.00263|
|8.94596|-0.00262|
|8.95443|-0.00260|
|8.96289|-0.00259|
|8.97135|-0.00257|
|8.97982|-0.00256|
|8.98828|-0.00254|
|8.99674|-0.00253|
|9.00521|-0.00251|
|9.01367|-0.00250|
|9.02214|-0.00248|
|9.03060|-0.00247|
|9.03906|-0.00245|
|9.04753|-0.00244|
|9.05599|-0.00242|
|9.06445|-0.00241|
|9.07292|-0.00239|
|9.08138|-0.00238|
|9.08984|-0.00236|
|9.09831|-0.00235|
